conflict_id,website_id,version_a,version_b,conflict_type,scenario,expected_behavior,added_cover_gap,resolved_version,snapshot_is_newer,resolution_rule,split
CF0032,W032,V05,V06,requirement,Two snapshots disagree in a controlled requirement case; token CF-032-0032.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0033,W033,V06,V07,schedule,Two snapshots disagree in a controlled schedule case; token CF-033-0033.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0034,W034,V07,V08,authority,Two snapshots disagree in a controlled authority case; token CF-034-0034.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0035,W035,V01,V08,numeric,Two snapshots disagree in a controlled numeric case; token CF-035-0035.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0036,W036,V02,V03,policy,Two snapshots disagree in a controlled policy case; token CF-036-0036.,Detect the conflict and prefer the authoritative current source with citation.,,V03,no,prefer_authoritative_newer_of_pair,train
CF0037,W037,V03,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-037-0037.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0038,W038,V04,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-038-0038.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0039,W039,V05,V06,authority,Two snapshots disagree in a controlled authority case; token CF-039-0039.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0040,W040,V06,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-040-0040.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0041,W041,V07,V08,policy,Two snapshots disagree in a controlled policy case; token CF-041-0041.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0042,W042,V01,V03,requirement,Two snapshots disagree in a controlled requirement case; token CF-042-0042.,Detect the conflict and prefer the authoritative current source with citation.,,V03,no,prefer_authoritative_newer_of_pair,train
CF0043,W043,V02,V04,schedule,Two snapshots disagree in a controlled schedule case; token CF-043-0043.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0044,W044,V03,V05,authority,Two snapshots disagree in a controlled authority case; token CF-044-0044.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0045,W045,V04,V06,numeric,Two snapshots disagree in a controlled numeric case; token CF-045-0045.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0046,W046,V05,V07,policy,Two snapshots disagree in a controlled policy case; token CF-046-0046.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0047,W047,V06,V08,requirement,Two snapshots disagree in a controlled requirement case; token CF-047-0047.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0048,W048,V07,V03,schedule,Two snapshots disagree in a controlled schedule case; token CF-048-0048.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0049,W049,V01,V04,authority,Two snapshots disagree in a controlled authority case; token CF-049-0049.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0050,W050,V02,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-050-0050.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0051,W051,V03,V06,policy,Two snapshots disagree in a controlled policy case; token CF-051-0051.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0052,W052,V04,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-052-0052.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0053,W053,V05,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-053-0053.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0054,W054,V06,V03,authority,Two snapshots disagree in a controlled authority case; token CF-054-0054.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0055,W055,V07,V04,numeric,Two snapshots disagree in a controlled numeric case; token CF-055-0055.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0056,W056,V01,V05,policy,Two snapshots disagree in a controlled policy case; token CF-056-0056.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0057,W057,V02,V06,requirement,Two snapshots disagree in a controlled requirement case; token CF-057-0057.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0058,W058,V03,V07,schedule,Two snapshots disagree in a controlled schedule case; token CF-058-0058.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0059,W059,V04,V08,authority,Two snapshots disagree in a controlled authority case; token CF-059-0059.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0060,W060,V05,V03,numeric,Two snapshots disagree in a controlled numeric case; token CF-060-0060.,Detect the conflict and prefer the authoritative current source with citation.,,V05,yes,prefer_authoritative_newer_of_pair,train
CF0061,W061,V06,V04,policy,Two snapshots disagree in a controlled policy case; token CF-061-0061.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0062,W062,V07,V05,requirement,Two snapshots disagree in a controlled requirement case; token CF-062-0062.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0063,W063,V01,V06,schedule,Two snapshots disagree in a controlled schedule case; token CF-063-0063.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0064,W064,V02,V07,authority,Two snapshots disagree in a controlled authority case; token CF-064-0064.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0065,W065,V03,V08,numeric,Two snapshots disagree in a controlled numeric case; token CF-065-0065.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0066,W066,V04,V03,policy,Two snapshots disagree in a controlled policy case; token CF-066-0066.,Detect the conflict and prefer the authoritative current source with citation.,,V04,yes,prefer_authoritative_newer_of_pair,train
CF0067,W067,V05,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-067-0067.,Detect the conflict and prefer the authoritative current source with citation.,,V05,yes,prefer_authoritative_newer_of_pair,train
CF0068,W068,V06,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-068-0068.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0069,W069,V07,V06,authority,Two snapshots disagree in a controlled authority case; token CF-069-0069.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0070,W070,V01,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-070-0070.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0071,W071,V02,V08,policy,Two snapshots disagree in a controlled policy case; token CF-071-0071.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0072,W072,V03,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-072-0072.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0073,W073,V04,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-073-0073.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0074,W074,V05,V06,authority,Two snapshots disagree in a controlled authority case; token CF-074-0074.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0075,W075,V06,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-075-0075.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0076,W076,V07,V08,policy,Two snapshots disagree in a controlled policy case; token CF-076-0076.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0077,W077,V01,V08,requirement,Two snapshots disagree in a controlled requirement case; token CF-077-0077.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0078,W078,V02,V03,schedule,Two snapshots disagree in a controlled schedule case; token CF-078-0078.,Detect the conflict and prefer the authoritative current source with citation.,,V03,no,prefer_authoritative_newer_of_pair,train
CF0079,W079,V03,V04,authority,Two snapshots disagree in a controlled authority case; token CF-079-0079.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0080,W080,V04,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-080-0080.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0081,W081,V05,V06,policy,Two snapshots disagree in a controlled policy case; token CF-081-0081.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0082,W082,V06,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-082-0082.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0083,W083,V07,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-083-0083.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0084,W084,V01,V03,authority,Two snapshots disagree in a controlled authority case; token CF-084-0084.,Detect the conflict and prefer the authoritative current source with citation.,,V03,no,prefer_authoritative_newer_of_pair,train
CF0085,W085,V02,V04,numeric,Two snapshots disagree in a controlled numeric case; token CF-085-0085.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0086,W086,V03,V05,policy,Two snapshots disagree in a controlled policy case; token CF-086-0086.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0087,W087,V04,V06,requirement,Two snapshots disagree in a controlled requirement case; token CF-087-0087.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0088,W088,V05,V07,schedule,Two snapshots disagree in a controlled schedule case; token CF-088-0088.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0089,W089,V06,V08,authority,Two snapshots disagree in a controlled authority case; token CF-089-0089.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0090,W090,V07,V03,numeric,Two snapshots disagree in a controlled numeric case; token CF-090-0090.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0091,W091,V01,V04,policy,Two snapshots disagree in a controlled policy case; token CF-091-0091.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0092,W092,V02,V05,requirement,Two snapshots disagree in a controlled requirement case; token CF-092-0092.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0093,W093,V03,V06,schedule,Two snapshots disagree in a controlled schedule case; token CF-093-0093.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0094,W094,V04,V07,authority,Two snapshots disagree in a controlled authority case; token CF-094-0094.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0095,W095,V05,V08,numeric,Two snapshots disagree in a controlled numeric case; token CF-095-0095.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0096,W096,V06,V03,policy,Two snapshots disagree in a controlled policy case; token CF-096-0096.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0097,W097,V07,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-097-0097.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0098,W098,V01,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-098-0098.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0099,W099,V02,V06,authority,Two snapshots disagree in a controlled authority case; token CF-099-0099.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0100,W100,V03,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-100-0100.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0101,W101,V04,V08,policy,Two snapshots disagree in a controlled policy case; token CF-101-0101.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0102,W102,V05,V03,requirement,Two snapshots disagree in a controlled requirement case; token CF-102-0102.,Detect the conflict and prefer the authoritative current source with citation.,,V05,yes,prefer_authoritative_newer_of_pair,train
CF0103,W103,V06,V04,schedule,Two snapshots disagree in a controlled schedule case; token CF-103-0103.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0104,W104,V07,V05,authority,Two snapshots disagree in a controlled authority case; token CF-104-0104.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0105,W105,V01,V06,numeric,Two snapshots disagree in a controlled numeric case; token CF-105-0105.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0106,W106,V02,V07,policy,Two snapshots disagree in a controlled policy case; token CF-106-0106.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0107,W107,V03,V08,requirement,Two snapshots disagree in a controlled requirement case; token CF-107-0107.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0108,W108,V04,V03,schedule,Two snapshots disagree in a controlled schedule case; token CF-108-0108.,Detect the conflict and prefer the authoritative current source with citation.,,V04,yes,prefer_authoritative_newer_of_pair,train
CF0109,W109,V05,V04,authority,Two snapshots disagree in a controlled authority case; token CF-109-0109.,Detect the conflict and prefer the authoritative current source with citation.,,V05,yes,prefer_authoritative_newer_of_pair,train
CF0110,W110,V06,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-110-0110.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0111,W111,V07,V06,policy,Two snapshots disagree in a controlled policy case; token CF-111-0111.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0112,W112,V01,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-112-0112.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0113,W113,V02,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-113-0113.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0114,W114,V03,V04,authority,Two snapshots disagree in a controlled authority case; token CF-114-0114.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0115,W115,V04,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-115-0115.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0116,W116,V05,V06,policy,Two snapshots disagree in a controlled policy case; token CF-116-0116.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0117,W117,V06,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-117-0117.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0118,W118,V07,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-118-0118.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0119,W119,V01,V08,authority,Two snapshots disagree in a controlled authority case; token CF-119-0119.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0120,W120,V02,V03,numeric,Two snapshots disagree in a controlled numeric case; token CF-120-0120.,Detect the conflict and prefer the authoritative current source with citation.,,V03,no,prefer_authoritative_newer_of_pair,train
CF0121,W121,V03,V04,policy,Two snapshots disagree in a controlled policy case; token CF-121-0121.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0122,W122,V04,V05,requirement,Two snapshots disagree in a controlled requirement case; token CF-122-0122.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0123,W123,V05,V06,schedule,Two snapshots disagree in a controlled schedule case; token CF-123-0123.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0124,W124,V06,V07,authority,Two snapshots disagree in a controlled authority case; token CF-124-0124.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0125,W125,V07,V08,numeric,Two snapshots disagree in a controlled numeric case; token CF-125-0125.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0126,W126,V01,V03,policy,Two snapshots disagree in a controlled policy case; token CF-126-0126.,Detect the conflict and prefer the authoritative current source with citation.,,V03,no,prefer_authoritative_newer_of_pair,train
CF0127,W127,V02,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-127-0127.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0128,W128,V03,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-128-0128.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0129,W129,V04,V06,authority,Two snapshots disagree in a controlled authority case; token CF-129-0129.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0130,W130,V05,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-130-0130.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0131,W131,V06,V08,policy,Two snapshots disagree in a controlled policy case; token CF-131-0131.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0132,W132,V07,V03,requirement,Two snapshots disagree in a controlled requirement case; token CF-132-0132.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0133,W133,V01,V04,schedule,Two snapshots disagree in a controlled schedule case; token CF-133-0133.,Detect the conflict and prefer the authoritative current source with citation.,,V04,no,prefer_authoritative_newer_of_pair,train
CF0134,W134,V02,V05,authority,Two snapshots disagree in a controlled authority case; token CF-134-0134.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0135,W135,V03,V06,numeric,Two snapshots disagree in a controlled numeric case; token CF-135-0135.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0136,W136,V04,V07,policy,Two snapshots disagree in a controlled policy case; token CF-136-0136.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0137,W137,V05,V08,requirement,Two snapshots disagree in a controlled requirement case; token CF-137-0137.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0138,W138,V06,V03,schedule,Two snapshots disagree in a controlled schedule case; token CF-138-0138.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0139,W139,V07,V04,authority,Two snapshots disagree in a controlled authority case; token CF-139-0139.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
CF0140,W140,V01,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-140-0140.,Detect the conflict and prefer the authoritative current source with citation.,,V05,no,prefer_authoritative_newer_of_pair,train
CF0141,W141,V02,V06,policy,Two snapshots disagree in a controlled policy case; token CF-141-0141.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0142,W142,V03,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-142-0142.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0143,W143,V04,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-143-0143.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0144,W144,V05,V03,authority,Two snapshots disagree in a controlled authority case; token CF-144-0144.,Detect the conflict and prefer the authoritative current source with citation.,,V05,yes,prefer_authoritative_newer_of_pair,train
CF0145,W145,V06,V04,numeric,Two snapshots disagree in a controlled numeric case; token CF-145-0145.,Detect the conflict and prefer the authoritative current source with citation.,,V06,yes,prefer_authoritative_newer_of_pair,train
CF0146,W146,V07,V05,policy,Two snapshots disagree in a controlled policy case; token CF-146-0146.,Detect the conflict and prefer the authoritative current source with citation.,,V07,yes,prefer_authoritative_newer_of_pair,train
